Body,Name of  Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Reg no,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,31/10/2012,CFADRES30070329,REDACTED UNDER DP ACT,7235.12,KENWYN RESIDENTIAL HOME,174853,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068751,REDACTED UNDER DP ACT,5540.66,KEYCHANGE ROSE LAWN SIDMOUTH,90174,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069427,REDACTED UNDER DP ACT,5718.52,KEYCHANGE ROSE LAWN SIDMOUTH,90174,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070101,REDACTED UNDER DP ACT,4829.24,KEYCHANGE ROSE LAWN SIDMOUTH,90174,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069392,REDACTED UNDER DP ACT,11949.42,KINGS ACRE NURSING HOME,89788,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069031,REDACTED UNDER DP ACT,1710,KINGSHURST COURT,201348,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069705,REDACTED UNDER DP ACT,3370,KINGSHURST COURT,201348,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070382,REDACTED UNDER DP ACT,2540,KINGSHURST COURT,201348,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069137,REDACTED UNDER DP ACT,788,KINGSTHORPE VIEW CARE HOME,253347,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069809,REDACTED UNDER DP ACT,788,KINGSTHORPE VIEW CARE HOME,253347,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070487,REDACTED UNDER DP ACT,788,KINGSTHORPE VIEW CARE HOME,253347,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069060,REDACTED UNDER DP ACT,952,KINGSTON COURT CARE HOME,215015,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069733,REDACTED UNDER DP ACT,952,KINGSTON COURT CARE HOME,215015,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070410,REDACTED UNDER DP ACT,952,KINGSTON COURT CARE HOME,215015,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068642,REDACTED UNDER DP ACT,1991.16,KINGSWOOD HOUSE NURSING HOME,88741,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069318,REDACTED UNDER DP ACT,1991.16,KINGSWOOD HOUSE NURSING HOME,88741,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30069992,REDACTED UNDER DP ACT,1991.16,KINGSWOOD HOUSE NURSING HOME,88741,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069630,REDACTED UNDER DP ACT,11042.98,KNAPPE CROSS CARE HOME,160613,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADDAY30020812,REDACTED UNDER DP ACT,1032.84,KNIGHT CARE PROVIDERS LTD,208256,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,03/10/2012,CFADDAY30020813,REDACTED UNDER DP ACT,992.07,KNIGHT CARE PROVIDERS LTD,208256,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,03/10/2012,CFADDAY30020814,REDACTED UNDER DP ACT,1032.84,KNIGHT CARE PROVIDERS LTD,208256,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,03/10/2012,CFADDAY30020815,REDACTED UNDER DP ACT,835.78,KNIGHT CARE PROVIDERS LTD,208256,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,03/10/2012,CFADDAY30020816,REDACTED UNDER DP ACT,1005.66,KNIGHT CARE PROVIDERS LTD,208256,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,31/10/2012,CFADDAY30022020,REDACTED UNDER DP ACT,1005.66,KNIGHT CARE PROVIDERS LTD,208256,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,31/10/2012,CFADDAY30022021,REDACTED UNDER DP ACT,1005.66,KNIGHT CARE PROVIDERS LTD,208256,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,31/10/2012,CFADDAY30022022,REDACTED UNDER DP ACT,1019.25,KNIGHT CARE PROVIDERS LTD,208256,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,31/10/2012,CFADDAY30022023,REDACTED UNDER DP ACT,835.78,KNIGHT CARE PROVIDERS LTD,208256,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,31/10/2012,CFADDAY30022024,REDACTED UNDER DP ACT,978.48,KNIGHT CARE PROVIDERS LTD,208256,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,03/10/2012,CFADRES30068867,REDACTED UNDER DP ACT,1069.92,KNIGHT SC & N-BUSINESS ACCOUNT,102916,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069542,REDACTED UNDER DP ACT,1069.92,KNIGHT SC & N-BUSINESS ACCOUNT,102916,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070217,REDACTED UNDER DP ACT,1069.92,KNIGHT SC & N-BUSINESS ACCOUNT,102916,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069221,REDACTED UNDER DP ACT,1500,KNIGHTS TEMPLAR COURT,287380,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069893,REDACTED UNDER DP ACT,1500,KNIGHTS TEMPLAR COURT,287380,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070571,REDACTED UNDER DP ACT,1500,KNIGHTS TEMPLAR COURT,287380,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069068,REDACTED UNDER DP ACT,845.08,KNOLL NURSING HOME,219284,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069741,REDACTED UNDER DP ACT,845.08,KNOLL NURSING HOME,219284,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070418,REDACTED UNDER DP ACT,845.08,KNOLL NURSING HOME,219284,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068664,REDACTED UNDER DP ACT,16470.28,KOTHE KJG & MRS VC T/A SANDHURST,89102,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069340,REDACTED UNDER DP ACT,15877.42,KOTHE KJG & MRS VC T/A SANDHURST,89102,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070014,REDACTED UNDER DP ACT,15106.71,KOTHE KJG & MRS VC T/A SANDHURST,89102,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069172,REDACTED UNDER DP ACT,774,KOWLESSUR MR & MRS TA BROADACRES,274180,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069844,REDACTED UNDER DP ACT,774,KOWLESSUR MR & MRS TA BROADACRES,274180,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070522,REDACTED UNDER DP ACT,774,KOWLESSUR MR & MRS TA BROADACRES,274180,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070111,REDACTED UNDER DP ACT,6458.2,L C F S WEST REGION,90264,899322375,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068923,REDACTED UNDER DP ACT,8928.4,LAKENHAM RESIDENTIAL HOME,143978,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069597,REDACTED UNDER DP ACT,8157.68,LAKENHAM RESIDENTIAL HOME,143978,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070273,REDACTED UNDER DP ACT,10469.82,LAKENHAM RESIDENTIAL HOME,143978,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069125,REDACTED UNDER DP ACT,4278.18,LAKESIDE RESIDENTIAL HOME,246277,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069796,REDACTED UNDER DP ACT,4278.18,LAKESIDE RESIDENTIAL HOME,246277,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070474,REDACTED UNDER DP ACT,4316.56,LAKESIDE RESIDENTIAL HOME,246277,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068938,REDACTED UNDER DP ACT,11864.94,LAKEVIEW RESIDENTIAL HOME,156132,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069612,REDACTED UNDER DP ACT,13524.94,LAKEVIEW RESIDENTIAL HOME,156132,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070288,REDACTED UNDER DP ACT,11864.94,LAKEVIEW RESIDENTIAL HOME,156132,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068678,REDACTED UNDER DP ACT,1582.82,LAMBSPARK RESIDENTIAL CARE HME,89243,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069354,REDACTED UNDER DP ACT,2624.75,LAMBSPARK RESIDENTIAL CARE HME,89243,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070028,REDACTED UNDER DP ACT,1660,LAMBSPARK RESIDENTIAL CARE HME,89243,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068922,REDACTED UNDER DP ACT,7002.9,LANDSCORE HOUSE,143547,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069596,REDACTED UNDER DP ACT,9315.04,LANDSCORE HOUSE,143547,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070272,REDACTED UNDER DP ACT,7832.9,LANDSCORE HOUSE,143547,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069801,REDACTED UNDER DP ACT,644.2,LANGFORD PARK CARE HOME,247920,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070479,REDACTED UNDER DP ACT,644.2,LANGFORD PARK CARE HOME,247920,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068814,REDACTED UNDER DP ACT,3537.71,LARCHES THE,90783,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069490,REDACTED UNDER DP ACT,3912.86,LARCHES THE,90783,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070166,REDACTED UNDER DP ACT,4150,LARCHES THE,90783,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068723,REDACTED UNDER DP ACT,9405.36,LARK CASTLE LTD T/A YELVERTON,89858,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070074,REDACTED UNDER DP ACT,9253.61,LARK CASTLE LTD T/A YELVERTON,89858,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069108,REDACTED UNDER DP ACT,4319.24,LAS FLORES,237864,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069781,REDACTED UNDER DP ACT,3904.24,LAS FLORES,237864,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070459,REDACTED UNDER DP ACT,3735.7,LAS FLORES,237864,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068805,REDACTED UNDER DP ACT,7988.5,LAWNS THE,90648,918307815,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069481,REDACTED UNDER DP ACT,7988.5,LAWNS THE,90648,918307815,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070155,REDACTED UNDER DP ACT,7988.5,LAWNS THE,90648,918307815,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068893,REDACTED UNDER DP ACT,9997.02,LAWRENCE HOUSE,117551,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069567,REDACTED UNDER DP ACT,9997.02,LAWRENCE HOUSE,117551,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070242,REDACTED UNDER DP ACT,12054.83,LAWRENCE HOUSE,117551,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069073,REDACTED UNDER DP ACT,6381.94,LE CHALET,221825,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069746,REDACTED UNDER DP ACT,6381.94,LE CHALET,221825,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070423,REDACTED UNDER DP ACT,5491.96,LE CHALET,221825,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,15/10/2012,CFADDOM30045109,REDACTED UNDER DP ACT,6611.25,LEAN ON ME COMMUNITY CARE SERVS,244405,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,24/10/2012,CFADDOM30045565,REDACTED UNDER DP ACT,6311.25,LEAN ON ME COMMUNITY CARE SERVS,244405,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068820,REDACTED UNDER DP ACT,2886.16,LEET/A HARDWICK VIEW A/C A,90849,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069495,REDACTED UNDER DP ACT,2886.16,LEET/A HARDWICK VIEW A/C A,90849,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070171,REDACTED UNDER DP ACT,2886.16,LEET/A HARDWICK VIEW A/C A,90849,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30068835,REDACTED UNDER DP ACT,1658.74,LEONARD CHESHIRE FNDT N W REGION,91676,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069510,REDACTED UNDER DP ACT,1658.74,LEONARD CHESHIRE FNDT N W REGION,91676,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070186,REDACTED UNDER DP ACT,1658.74,LEONARD CHESHIRE FNDT N W REGION,91676,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADDAY30021333,REDACTED UNDER DP ACT,600,LEONARD CHESHIRE FOUND S W REGIO,88647,899322375,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/10/2012,CFADDAY30021335,REDACTED UNDER DP ACT,780,LEONARD CHESHIRE FOUND S W REGIO,88647,899322375,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/10/2012,CFADDAY30021343,REDACTED UNDER DP ACT,720,LEONARD CHESHIRE FOUND S W REGIO,88647,899322375,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,03/10/2012,CFADRES30068635,REDACTED UNDER DP ACT,20528.74,LEONARD CHESHIRE FOUND S W REGIO,88647,899322375,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069311,REDACTED UNDER DP ACT,20528.74,LEONARD CHESHIRE FOUND S W REGIO,88647,899322375,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30069985,REDACTED UNDER DP ACT,20528.74,LEONARD CHESHIRE FOUND S W REGIO,88647,899322375,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069178,REDACTED UNDER DP ACT,1024,LEONORA HOME,276677,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069850,REDACTED UNDER DP ACT,1024,LEONORA HOME,276677,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070528,REDACTED UNDER DP ACT,1024,LEONORA HOME,276677,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069259,REDACTED UNDER DP ACT,4741.99,LIFE STYLE CARE(2011) RIVERVIEW,295365,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069931,REDACTED UNDER DP ACT,1252.6,LIFE STYLE CARE(2011) RIVERVIEW,295365,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070610,REDACTED UNDER DP ACT,9319.34,LIFE STYLE CARE(2011) RIVERVIEW,295365,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/10/2012,CFADRES30069261,REDACTED UNDER DP ACT,18728.57,LIFETIME CARE UK/TA MEWSBROOK HS,295760,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/10/2012,CFADRES30069933,REDACTED UNDER DP ACT,1900,LIFETIME CARE UK/TA MEWSBROOK HS,295760,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,31/10/2012,CFADRES30070612,REDACTED UNDER DP ACT,1900,LIFETIME CARE UK/TA MEWSBROOK HS,295760,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,15/10/2012,CFADDAY30020765,REDACTED UNDER DP ACT,618.7,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30020857,REDACTED UNDER DP ACT,1092.8,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021236,REDACTED UNDER DP ACT,2288.2,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021237,REDACTED UNDER DP ACT,2331.68,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021238,REDACTED UNDER DP ACT,2985.32,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/10/2012,CFADDAY30021347,REDACTED UNDER DP ACT,1040.76,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/10/2012,CFADDAY30021348,REDACTED UNDER DP ACT,1687.92,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/10/2012,CFADDAY30021349,REDACTED UNDER DP ACT,2590.6,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,31/10/2012,CFADDAY30021552,REDACTED UNDER DP ACT,1092.8,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,31/10/2012,CFADDAY30021553,REDACTED UNDER DP ACT,2522.28,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,31/10/2012,CFADDAY30021915,REDACTED UNDER DP ACT,1764.76,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,31/10/2012,CFADDAY30021916,REDACTED UNDER DP ACT,538,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,31/10/2012,CFADDAY30021918,REDACTED UNDER DP ACT,2379.48,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,31/10/2012,CFADDAY30021919,REDACTED UNDER DP ACT,686.4,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/10/2012,CFADDOM30045140,REDACTED UNDER DP ACT,1332,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,09/10/2012,CFADDAY30020876,REDACTED UNDER DP ACT,1590.4,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,09/10/2012,CFADDAY30020877,REDACTED UNDER DP ACT,852,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,09/10/2012,CFADDAY30020878,REDACTED UNDER DP ACT,568,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,09/10/2012,CFADDAY30020879,REDACTED UNDER DP ACT,558,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,09/10/2012,CFADDAY30020880,REDACTED UNDER DP ACT,5519.56,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021039,REDACTED UNDER DP ACT,1420,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021040,REDACTED UNDER DP ACT,2077.88,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021041,REDACTED UNDER DP ACT,840.6,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021042,REDACTED UNDER DP ACT,556.4,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021043,REDACTED UNDER DP ACT,581.48,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021044,REDACTED UNDER DP ACT,1062.4,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021045,REDACTED UNDER DP ACT,2341.56,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021047,REDACTED UNDER DP ACT,1456,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021048,REDACTED UNDER DP ACT,780.64,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021049,REDACTED UNDER DP ACT,2090.04,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021050,REDACTED UNDER DP ACT,2233.36,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,10/10/2012,CFADDAY30021051,REDACTED UNDER DP ACT,1202.96,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021247,REDACTED UNDER DP ACT,2084.08,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021248,REDACTED UNDER DP ACT,1134.12,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021249,REDACTED UNDER DP ACT,618.88,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021251,REDACTED UNDER DP ACT,4100,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021252,REDACTED UNDER DP ACT,6623.96,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021253,REDACTED UNDER DP ACT,592.64,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021254,REDACTED UNDER DP ACT,864.64,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021255,REDACTED UNDER DP ACT,5217.24,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/10/2012,CFADDAY30021256,REDACTED UNDER DP ACT,3397.32,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/10/2012,CFADDAY30021378,REDACTED UNDER DP ACT,2162.2,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/10/2012,CFADDAY30021381,REDACTED UNDER DP ACT,2613.48,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,17/10/2012,CFADDAY30021382,REDACTED UNDER DP ACT,3923.08,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,24/10/2012,CFADDAY30021690,REDACTED UNDER DP ACT,700.2,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,24/10/2012,CFADDAY30021691,REDACTED UNDER DP ACT,700.2,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,24/10/2012,CFADDAY30021692,REDACTED UNDER DP ACT,700.2,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,24/10/2012,CFADDAY30021693,REDACTED UNDER DP ACT,700.2,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,24/10/2012,CFADDAY30021695,REDACTED UNDER DP ACT,700.2,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,People Services,Individualised Support - Private (3rd),5706,B
