Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Reg no,Expense Area,Expense Type,Expense Code,Creditor Type
08/04/2019,P2P40111855,ATK0044,1620,HAIR@THEACADEMY LTD,321949,,Children's Services,Professional Fees,4306,LTD
08/04/2019,P2P40111871,27/03/2019,480,PHILLIPS_(ST ANN,172282,869913073,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,SOLE
08/04/2019,P2P40111996,1162,603,1 2 1 MENTORS LTD,329096,239182886,Children's Services,Services for Educational Estabs - Devon,4370,LTD
08/04/2019,P2P40112044,0116162,692,WOOLLACOTT I C,5089,429074152,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,SOLE
08/04/2019,P2P40112072,0116158,576,WOOLLACOTT I C,5089,429074152,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,SOLE
08/04/2019,P2P40112165,SINV3515,68722,EXETER ROYAL ACADEMY FOR DEAF,8245,,Children's Services,Independent Special School Fees,5733,EDUC
08/04/2019,P2P40112169,SINV3497,60811.67,EXETER ROYAL ACADEMY FOR DEAF,8245,,Children's Services,Independent Special School Fees,5733,EDUC
08/04/2019,P2P40112195,0116154,9633,WOOLLACOTT I C,5089,429074152,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,SOLE
08/04/2019,P2P40112273,TI001898,590.68,CARTER BROWN - THE EXPERT S LTD,292905,281653589,Children's Services,Legal Fees & Disbursements,4314,LTD
08/04/2019,P2P40112281,CS3732019,1080,SCHNEIDER,251826,,Children's Services,Incidental costs Fostered Children (3rd),5715,SOLE
08/04/2019,P2P40112290,SG36780,780,AGE UK EXETER,34456,,Adult Care & Health,DCC Transport Recharges,3401,BUSN
08/04/2019,P2P40112391,20191400/357,176276.18,LIVING OPTIONS DEVON,140334,,Adult Care & Health,Payments to Charities & Vol Providers,4902,BUSN
08/04/2019,P2P40112428,0148834,3312,GRAITEC UK LTD,16964,530159865,Highways & Capital Development & Waste Management,IT Software,4512,LTD
08/04/2019,P2P40112436,4074567,5958,SOUTH DEVON HEALTHCARE FINANCE,21380,654941219,Adult Care & Health,Grants & Cont to Health Auth (3rd),5301,WGA
08/04/2019,P2P40112560,SI-27411,555,THRIVE,259942,714426355,Children's Services,IT Software,4512,LTD
08/04/2019,P2P40113086,DOLS/MAR/010319,549.5,DEVON PSYCH LTD,353161,,Adult Care & Health,Professional Fees,4306,LTD
08/04/2019,P2P40113097,4054,1196,EAST DEVON TREE CARE LTD,228651,913162846,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,LTD
08/04/2019,P2P40113100,190309,822.48,WESSEX TREE SURGEONS,18324,382780231,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,BUSN
08/04/2019,P2P40113105,SI-683,625.79,ACE ARBORICULTURE LTD,329786,265991260,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,LTD
08/04/2019,P2P40113106,SI-684,467.36,ACE ARBORICULTURE LTD,329786,265991260,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,LTD
08/04/2019,P2P40113107,SI-685,822.68,ACE ARBORICULTURE LTD,329786,265991260,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,LTD
08/04/2019,P2P40113108,SI-688,674.99,ACE ARBORICULTURE LTD,329786,265991260,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,LTD
08/04/2019,P2P40113109,SI-689,478.15,ACE ARBORICULTURE LTD,329786,265991260,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,LTD
08/04/2019,P2P40113126,001,5690,C P TREE SERVICES LTD,110744,817693495,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,LTD
08/04/2019,P2P40113156,00000779,847.47,ALPHA APPOINTMENTS SW LTD,349893,,Children's Services,External Agency Staff,4321,LTD
08/04/2019,P2P40113157,00000741,1046.26,ALPHA APPOINTMENTS SW LTD,349893,,Children's Services,External Agency Staff,4321,LTD
08/04/2019,P2P40113158,00000761,544.06,ALPHA APPOINTMENTS SW LTD,349893,,Children's Services,External Agency Staff,4321,LTD
08/04/2019,P2P40113159,00000752,662.63,ALPHA APPOINTMENTS SW LTD,349893,,Children's Services,External Agency Staff,4321,LTD
08/04/2019,P2P40113184,38578,2719.5,APPROPRIATE ADULT SERVICE LTD,348287,243580216,Children's Services,Professional Fees,4306,LTD
08/04/2019,P2P40113374,1217057/19,3338.8,MID DEVON DISTRICT COUNCIL,19708,142203912,Highways & Capital Development & Waste Management,Rates,2341,WGA
08/04/2019,P2P40113384,66503611,1481.4,P H S GROUP LTD,86901,542951438,Adult Care & Health,Refuse Collection inc Skip Hire,2602,LTD
08/04/2019,P2P40113385,123053,625.95,ROMPA LIMITED,21272,814513257,Children's Services,Materials & Consumables,4003,LTD
08/04/2019,SCPCHILD34919969,FRM1451234,611.13,REDACTED UNDER DP ACT,354423,,Children's Services,Basic Weekly Allowance,5742,INDV
08/04/2019,SOCCOMM34927900,1126781,3056.85,CLICK TRAVEL LTD,324770,799566639,Adult Care & Health,Public Transport - Travel Expenses,3601,LTD
08/04/2019,SOCCOMM34927901,1126782,6794.46,CLICK TRAVEL LTD,324770,799566639,Children's Services,Travel Expenses Incl. Hotel,3801,LTD
08/04/2019,SOCCOMM34927902,20665547,861.61,ENTERPRISE RENT-A-CAR (UK) LTD,175493,215557314,Adult Care & Health,Hire of Vehicles (Non TCS),3501,LTD
08/04/2019,STRAT34929311,IID-1660,700,BIDEFORD B M X CLUB,332617,,Capital Expenditure,Capital grants - VCSE organisations,C801,BUSN
09/04/2019,ACOH34500911,410858158,1504.87,TORRIDGE DIST COUNCIL,4707,144666062,Adult Care & Health,Accomodation Based Services (3rd),5707,WGA
09/04/2019,CAPEELOC34502524,58139,2995,CATCH 22 CHARITY LIMITED,241805,618471236,Children's Services,Miscellaneous expenditure,4901,BUSN
09/04/2019,CDWM34510801,BPO8662067,3359.9,JACOBS UK LTD_(GLASGOW),212571,624298920,Capital Expenditure,Infra REP Jacobs design fees,C401,LTD
09/04/2019,CDWM34510802,BPO8683074,10718.84,JACOBS UK LTD_(GLASGOW),212571,624298920,Capital Expenditure,Infra REP Jacobs design fees,C401,LTD
09/04/2019,CDWM34510804,BPO8662007,2899.64,JACOBS UK LTD_(GLASGOW),212571,624298920,Capital Expenditure,Infra REP Jacobs design fees,C401,LTD
09/04/2019,CDWM34510805,M0417709,6152.37,SOUTH WEST WATER LTD*RESIDENTIAL,8450,540465165,Capital Expenditure,Infra REP constr - Utility costs,C204,LTD
09/04/2019,CFBOUT34586123,REDACTED UNDER DP ACT,661.54,REDACTED UNDER DP ACT,177730,,Children's Services,Carer Training Fee,5744,INDV
09/04/2019,CFBOUT34586128,REDACTED UNDER DP ACT,542.08,REDACTED UNDER DP ACT,181182,,Children's Services,Holiday Allowance - CIC,6005,INDV
09/04/2019,CFBOUT34586144,REDACTED UNDER DP ACT,1025.35,REDACTED UNDER DP ACT,194330,,Children's Services,Carer Support Group Fee,5743,INDV
09/04/2019,CFBOUT34586158,REDACTED UNDER DP ACT,574.23,REDACTED UNDER DP ACT,207382,,Children's Services,Adoption Allowances (3rd),5711,INDV
09/04/2019,CFBOUT34586184,REDACTED UNDER DP ACT,1132.29,REDACTED UNDER DP ACT,237610,,Children's Services,Weekly Allowances,5712,INDV
09/04/2019,CFBOUT34586220,REDACTED UNDER DP ACT,748.16,REDACTED UNDER DP ACT,266217,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586234,REDACTED UNDER DP ACT,658.14,REDACTED UNDER DP ACT,275389,,Children's Services,Carer Support Group Fee,5743,INDV
09/04/2019,CFBOUT34586245,REDACTED UNDER DP ACT,1040.3,REDACTED UNDER DP ACT,280456,,Children's Services,Special Gaurdianship Service,5713,INDV
09/04/2019,CFBOUT34586263,REDACTED UNDER DP ACT,658.14,REDACTED UNDER DP ACT,287315,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586295,REDACTED UNDER DP ACT,521.46,REDACTED UNDER DP ACT,300613,,Children's Services,Adoption Allowances (3rd),5711,INDV
09/04/2019,CFBOUT34586299,REDACTED UNDER DP ACT,595.6,REDACTED UNDER DP ACT,302100,,Children's Services,Enhanced Plus Child Fee,5746,INDV
09/04/2019,CFBOUT34586303,REDACTED UNDER DP ACT,1248.94,REDACTED UNDER DP ACT,303191,,Children's Services,Enhanced Plus Child Fee,5746,INDV
09/04/2019,CFBOUT34586313,REDACTED UNDER DP ACT,818.16,REDACTED UNDER DP ACT,306605,,Children's Services,Carer Training Fee,5744,INDV
09/04/2019,CFBOUT34586325,REDACTED UNDER DP ACT,920.06,REDACTED UNDER DP ACT,309783,,Children's Services,Adoption Allowances (3rd),5711,INDV
09/04/2019,CFBOUT34586333,REDACTED UNDER DP ACT,732.83,REDACTED UNDER DP ACT,311512,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586337,REDACTED UNDER DP ACT,908.18,REDACTED UNDER DP ACT,312586,,Children's Services,Carer Support Group Fee,5743,INDV
09/04/2019,CFBOUT34586339,REDACTED UNDER DP ACT,718.92,REDACTED UNDER DP ACT,313197,,Children's Services,Carer Training Fee,5744,INDV
09/04/2019,CFBOUT34586342,REDACTED UNDER DP ACT,1467.27,REDACTED UNDER DP ACT,313860,,Children's Services,Carer Support Group Fee,5743,INDV
09/04/2019,CFBOUT34586354,REDACTED UNDER DP ACT,856.16,REDACTED UNDER DP ACT,316668,,Children's Services,Carer Prog Level 2 (3rd),5720,INDV
09/04/2019,CFBOUT34586365,REDACTED UNDER DP ACT,2108.82,REDACTED UNDER DP ACT,319298,,Children's Services,Weekly Allowances,5712,INDV
09/04/2019,CFBOUT34586372,REDACTED UNDER DP ACT,536.26,REDACTED UNDER DP ACT,320811,,Children's Services,Tier 3 (3rd),5718,INDV
09/04/2019,CFBOUT34586375,REDACTED UNDER DP ACT,1142.07,REDACTED UNDER DP ACT,321399,,Children's Services,Enhanced Plus Child Fee,5746,INDV
09/04/2019,CFBOUT34586385,REDACTED UNDER DP ACT,561.99,REDACTED UNDER DP ACT,322328,,Children's Services,Weekly Allowances,5712,INDV
09/04/2019,CFBOUT34586408,REDACTED UNDER DP ACT,748.16,REDACTED UNDER DP ACT,326758,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586409,REDACTED UNDER DP ACT,595.6,REDACTED UNDER DP ACT,327049,,Children's Services,Enhanced Plus Child Fee,5746,INDV
09/04/2019,CFBOUT34586419,REDACTED UNDER DP ACT,1190.15,REDACTED UNDER DP ACT,329341,,Children's Services,Weekly Allowances,5712,INDV
09/04/2019,CFBOUT34586424,REDACTED UNDER DP ACT,534.31,REDACTED UNDER DP ACT,329752,,Children's Services,Carer Training Fee,5744,INDV
09/04/2019,CFBOUT34586425,REDACTED UNDER DP ACT,536.26,REDACTED UNDER DP ACT,329846,,Children's Services,Weekly Allowances,5712,INDV
09/04/2019,CFBOUT34586435,REDACTED UNDER DP ACT,2746.21,REDACTED UNDER DP ACT,331049,,Children's Services,Weekly Allowances,5712,INDV
09/04/2019,CFBOUT34586437,REDACTED UNDER DP ACT,650.93,REDACTED UNDER DP ACT,331181,,Children's Services,Carer Prog Level 2 (3rd),5720,INDV
09/04/2019,CFBOUT34586438,REDACTED UNDER DP ACT,1599.97,REDACTED UNDER DP ACT,331182,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586443,REDACTED UNDER DP ACT,658.14,REDACTED UNDER DP ACT,332449,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586444,REDACTED UNDER DP ACT,536.26,REDACTED UNDER DP ACT,332476,,Children's Services,Weekly Allowances,5712,INDV
09/04/2019,CFBOUT34586449,REDACTED UNDER DP ACT,574.5,REDACTED UNDER DP ACT,333268,,Children's Services,Weekly Allowances,5712,INDV
09/04/2019,CFBOUT34586450,REDACTED UNDER DP ACT,1167.25,REDACTED UNDER DP ACT,333483,,Children's Services,Carer Support Group Fee,5743,INDV
09/04/2019,CFBOUT34586452,REDACTED UNDER DP ACT,533.78,REDACTED UNDER DP ACT,334074,,Children's Services,Residence & Child Arrangement Order,5716,INDV
09/04/2019,CFBOUT34586455,REDACTED UNDER DP ACT,658.14,REDACTED UNDER DP ACT,334200,,Children's Services,Carer Support Group Fee,5743,INDV
09/04/2019,CFBOUT34586463,REDACTED UNDER DP ACT,1104.91,REDACTED UNDER DP ACT,336235,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586465,REDACTED UNDER DP ACT,536.26,REDACTED UNDER DP ACT,336333,,Children's Services,Tier 3 (3rd),5718,INDV
09/04/2019,CFBOUT34586468,REDACTED UNDER DP ACT,788.65,REDACTED UNDER DP ACT,336930,,Children's Services,Carer Training Fee,5744,INDV
09/04/2019,CFBOUT34586469,REDACTED UNDER DP ACT,1435.66,REDACTED UNDER DP ACT,336962,,Children's Services,Incidental costs Fostered Children (3rd),5715,INDV
09/04/2019,CFBOUT34586471,REDACTED UNDER DP ACT,536.26,REDACTED UNDER DP ACT,337366,,Children's Services,Tier 3 (3rd),5718,INDV
09/04/2019,CFBOUT34586472,REDACTED UNDER DP ACT,563.7,REDACTED UNDER DP ACT,337493,,Children's Services,Special Gaurdianship Service,5713,INDV
09/04/2019,CFBOUT34586474,REDACTED UNDER DP ACT,1014.03,REDACTED UNDER DP ACT,337822,,Children's Services,Special Gaurdianship Service,5713,INDV
09/04/2019,CFBOUT34586483,REDACTED UNDER DP ACT,504.72,REDACTED UNDER DP ACT,339748,,Children's Services,Weekly Allowances,5712,INDV
09/04/2019,CFBOUT34586484,REDACTED UNDER DP ACT,1085.61,REDACTED UNDER DP ACT,339752,,Children's Services,Carer Prog Level 2 (3rd),5720,INDV
09/04/2019,CFBOUT34586486,REDACTED UNDER DP ACT,536.26,REDACTED UNDER DP ACT,339943,,Children's Services,Weekly Allowances,5712,INDV
09/04/2019,CFBOUT34586488,REDACTED UNDER DP ACT,517.12,REDACTED UNDER DP ACT,340743,,Children's Services,Expenditure Control Account,EX22,INDV
09/04/2019,CFBOUT34586489,REDACTED UNDER DP ACT,757.97,REDACTED UNDER DP ACT,341777,,Children's Services,Carer Prog Level 2 (3rd),5720,INDV
09/04/2019,CFBOUT34586493,REDACTED UNDER DP ACT,818.16,REDACTED UNDER DP ACT,343453,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586496,REDACTED UNDER DP ACT,838.94,REDACTED UNDER DP ACT,343931,,Children's Services,Carer Training Fee,5744,INDV
09/04/2019,CFBOUT34586501,REDACTED UNDER DP ACT,755.09,REDACTED UNDER DP ACT,344181,,Children's Services,Holiday Allowance - CIC,6005,INDV
09/04/2019,CFBOUT34586519,REDACTED UNDER DP ACT,1062.64,REDACTED UNDER DP ACT,347516,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586550,REDACTED UNDER DP ACT,631.38,REDACTED UNDER DP ACT,350300,,Children's Services,Carer Support Group Fee,5743,INDV
09/04/2019,CFBOUT34586553,REDACTED UNDER DP ACT,748.16,REDACTED UNDER DP ACT,350303,,Children's Services,Carer Support Group Fee,5743,INDV
09/04/2019,CFBOUT34586557,REDACTED UNDER DP ACT,1636.32,REDACTED UNDER DP ACT,350796,,Children's Services,Carer Support Group Fee,5743,INDV
09/04/2019,CFBOUT34586566,REDACTED UNDER DP ACT,639.03,REDACTED UNDER DP ACT,352253,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586589,REDACTED UNDER DP ACT,536.26,REDACTED UNDER DP ACT,354115,,Children's Services,Weekly Allowances,5712,INDV
09/04/2019,CFBOUT34586590,REDACTED UNDER DP ACT,639.03,REDACTED UNDER DP ACT,354274,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586602,REDACTED UNDER DP ACT,755.09,REDACTED UNDER DP ACT,355353,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586613,REDACTED UNDER DP ACT,639.03,REDACTED UNDER DP ACT,356243,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586619,REDACTED UNDER DP ACT,639.03,REDACTED UNDER DP ACT,357382,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586620,REDACTED UNDER DP ACT,852.04,REDACTED UNDER DP ACT,357513,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586626,REDACTED UNDER DP ACT,658.14,REDACTED UNDER DP ACT,357796,,Children's Services,Carer Training Fee,5744,INDV
09/04/2019,CFBOUT34586638,REDACTED UNDER DP ACT,1034.62,REDACTED UNDER DP ACT,359795,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFBOUT34586639,REDACTED UNDER DP ACT,730.32,REDACTED UNDER DP ACT,359796,,Children's Services,Basic Weekly Allowance,5742,INDV
09/04/2019,CFCLEAV34626516,REDACTED UNDER DP ACT,581.1,PARALLEL CARE LTD,330150,203975507,Children's Services,Care Leaver - Weekly Allowance,6006,LTD
09/04/2019,CFCLEAV34626605,REDACTED UNDER DP ACT,810.6,BIRCHWOOD INDEPENDENCE LTD,357668,,Children's Services,Care Leaver - Weekly Allowance,6006,LTD
09/04/2019,CFCLEAV34626632,REDACTED UNDER DP ACT,840,REDACTED UNDER DP ACT,359851,,Children's Services,Care Leaver - Weekly Allowance,6006,INDV
09/04/2019,CFINCID34690922,REDACTED UNDER DP ACT,2622.88,LIFEWORKS CHARITY LTD,42294,,Children's Services,Residential shortbreaks,5732,LTD
09/04/2019,CFINCID34690923,REDACTED UNDER DP ACT,1344.66,LIFEWORKS CHARITY LTD,42294,,Children's Services,Residential shortbreaks,5732,LTD
09/04/2019,CFINCID34690924,REDACTED UNDER DP ACT,3345.04,LIFEWORKS CHARITY LTD,42294,,Children's Services,Residential shortbreaks,5732,LTD
09/04/2019,CFINCID34690926,REDACTED UNDER DP ACT,21840,DAME HANNAH ROGERS SCHOOL,86877,129873181,Children's Services,Residential Care - Private (3rd),5731,EDUC
09/04/2019,CFINCID34690927,REDACTED UNDER DP ACT,9075,DAME HANNAH ROGERS SCHOOL,86877,129873181,Children's Services,Residential shortbreaks,5732,EDUC
09/04/2019,CFINCID34690928,REDACTED UNDER DP ACT,2510,DAME HANNAH ROGERS SCHOOL,86877,129873181,Children's Services,Residential shortbreaks,5732,EDUC
09/04/2019,CFINCID34690929,REDACTED UNDER DP ACT,3765,DAME HANNAH ROGERS SCHOOL,86877,129873181,Children's Services,Residential shortbreaks,5732,EDUC
09/04/2019,CFINCID34690931,REDACTED UNDER DP ACT,661.86,NEWCROSS HEALTHCARE SOLUTIONS,179077,825090736,Children's Services,Community based care,5705,BUSN
09/04/2019,CFINCID34690934,REDACTED UNDER DP ACT,548,CHICKENSHACK ASSESSMENTS LTD,208383,,Children's Services,Incidental costs Fostered Children (3rd),5715,LTD
09/04/2019,CFINCID34690941,REDACTED UNDER DP ACT,1235,UNITED CARE CONCEPTS,251075,,Children's Services,Residential shortbreaks,5732,FACT
09/04/2019,CFINCID34690942,REDACTED UNDER DP ACT,1512,QUAY ADDICTION SERVICES LTD,286898,188473949,Children's Services,Incidental costs Fostered Children (3rd),5715,LTD
09/04/2019,CFINCID34690949,REDACTED UNDER DP ACT,1384.9,BRISTOL CHILDRENS CONTACT SERVCS,308569,172258604,Children's Services,Incidental costs Fostered Children (3rd),5715,LTD
09/04/2019,CFINCID34690951,REDACTED UNDER DP ACT,928.56,ASPIRE SOCIAL WORK SERVICES LTD,329159,261463708,Children's Services,Incidental costs Fostered Children (3rd),5715,LTD
09/04/2019,CFINCID34690957,REDACTED UNDER DP ACT,2022.12,M J SUPPORT STAFFING,349517,260443918,Children's Services,Care Spot - Private (3rd),5701,BUSN
09/04/2019,CFINCID34690958,REDACTED UNDER DP ACT,3984.96,AMBITO CARE AND EDUCATION,353346,,Children's Services,Residential shortbreaks,5732,B
09/04/2019,CFINCID34690959,REDACTED UNDER DP ACT,659.4,AMBITO CARE AND EDUCATION,353346,,Children's Services,Community based care,5705,B
09/04/2019,EXCHEQ34710087,BLUECOAT PRIMAR,700,CURRIE JOANNA,359907,,Children's Services,Other professional Services Schools,4377,SOLE
09/04/2019,EXCHEQ34710130,211,775,FLINT TIMOTHY,334462,,Children's Services,Curriculum Support (Schools),4376,SOLE
09/04/2019,EXCHEQ34710173,153,872,SOLOMON KIM,192769,,Children's Services,IT Services (Schools),4372,SOLE
09/04/2019,EXCHEQ34710294,5 18/19,510,CUFFE JOSIE,333623,,Children's Services,Curriculum Support (Schools),4376,SOLE
09/04/2019,EXCHEQ34710377,1929,4017,HARRIS POOLS & LEISURE LTD,24535,568861584,Children's Services,Other Building Maintenance,2251,LTD
09/04/2019,EXCHEQ34710597,ET-MARCH-2019,1575,STOPHER-WALKER PHILIP,215436,,Children's Services,Other professional Services Schools,4377,SOLE
09/04/2019,EXCHEQ34710673,SS0049,600,YEO PAT MRS,322530,,Children's Services,External Agency Staff,4321,SOLE
09/04/2019,EXCHEQ34710775,1,4715.95,CARSON BEV MRS,317599,,Children's Services,Curriculum Support (Schools),4376,SOLE
09/04/2019,EXCHEQ34710875,16,544,GRAHAM JASPER GARDEN MAINTENANCE,189644,,Capital Expenditure,Fittings & Furnishings long life > 5 yrs,C601,SOLE
09/04/2019,EXCHEQ34710979,5407,647.5,BERRY D R,69686,,Children's Services,Grounds Maintenance,2701,SOLE
09/04/2019,EXCHEQ34711079,0000147306/2019,485.91,GRENKE LEASING LTD,252569,803892226,Children's Services,Printing & Design,4201,LTD
09/04/2019,EXCHEQ34711084,F1074243,789.78,SOUTH WEST COMMUNICATIONS GROUP,21387,834869189,Children's Services,Other Building Maintenance,2251,LTD
09/04/2019,EXCHEQ34711086,29079-22488-CP,5806,TEACHER ABSENCE LTD,316034,,Children's Services,Employee related Insurance externally pr,1830,LTD
09/04/2019,EXCHEQ34711088,2003A,972.47,COLE L & M,22673,,Children's Services,Grounds Maintenance,2701,BUSN
09/04/2019,EXCHEQ34711090,260293856 21/0,4779.48,TORRIDGE DIST COUNCIL,4707,144666062,Children's Services,Rates,2341,WGA
09/04/2019,EXCHEQ34711091,260783234 13/0,20008.25,TORRIDGE DIST COUNCIL,4707,144666062,Children's Services,Rates,2341,WGA
09/04/2019,EXCHEQ34711092,129002A,619.89,ZURICH INSURANCE CO,21646,,Children's Services,Premises Insurance,2801,BUSN
09/04/2019,EXCHEQ34711093,SI324002211,535.95,KEISON INTERNATIONAL LTD T/A,289406,448919108,Capital Expenditure,ICT Telecoms & network infrastructure,C612,LTD
09/04/2019,EXCHEQ34711098,53546,596,L B EDUCATION SERVICES LTD,307276,826366121,Children's Services,External Agency Staff,4321,LTD
09/04/2019,EXCHEQ34711126,93108245E,12978,NORTH DEVON COUNCIL,8252,144711092,Children's Services,Rates,2341,WGA
09/04/2019,EXCHEQ34711129,66503633,686.2,P H S GROUP LTD,86901,542951438,Children's Services,Cleaning Services,2601,LTD
09/04/2019,EXCHEQ34711153,30036836A,1693.5,TEIGNBRIDGE DISTRICT COUNCIL,4872,142214023,Children's Services,Rates,2341,WGA
09/04/2019,EXCHEQ34711164,ESP0945,1341.32,EXETER SUPPLY PARTNERSHIP,339740,256362790,Children's Services,Training,1802,WGA
09/04/2019,EXCHEQ34711170,1007,749,ICE SCHOOL TECHNOLOGY,321797,197545459,Children's Services,Subscriptions,4801,BUSN
09/04/2019,EXCHEQ34711172,31325,4793,TALK STRAIGHT GROUP LTD,323364,526062172,Children's Services,ICT Learning Resources (Schools Only),4541,LTD
09/04/2019,EXCHEQ34711173,16159,1474,T M E SOUTH WEST LTD,65059,656151929,Children's Services,ICT Learning Resources (Schools Only),4541,LTD
09/04/2019,HQ18011900,1244584,-613.5,NETWORK RAIL INFRASTRUCTURE LTD,6816,798650956,Capital Expenditure,Infra REP Consultant / professional Fees,C405,WGA
09/04/2019,HQ34411275,7267,1734.41,MACPLANT CONSTRUCTION LTD,5182,367126447,Capital Expenditure,Infra REP constr - Other contracts,C202,LTD
09/04/2019,HQ34411325,7266,5031.75,MACPLANT CONSTRUCTION LTD,5182,367126447,Capital Expenditure,Infra REP constr - Main contract,C201,LTD
09/04/2019,HQ34411333,14058252,1986.79,ARCADIS CONSULTING UK LTD,315903,762995771,Capital Expenditure,Infra REP Consultant / professional Fees,C405,LTD
09/04/2019,HQ34411365,7268,29381.93,MACPLANT CONSTRUCTION LTD,5182,367126447,Capital Expenditure,Infra REP constr - Main contract,C201,LTD
09/04/2019,HQ34411419,J095/02619,40313.94,TARMAC TRADING LTD,200725,532367943,Capital Expenditure,Infra REP constr - Main contract,C201,PLC
09/04/2019,HQ34411420,J095/02620,26045.02,TARMAC TRADING LTD,200725,532367943,Capital Expenditure,Infra REP constr - Main contract,C201,PLC
09/04/2019,HQ34411423,J095/02621,66010.5,TARMAC TRADING LTD,200725,532367943,Capital Expenditure,Infra REP constr - Main contract,C201,PLC
09/04/2019,HQ34411456,0000048387,794.28,W D M LTD (BRISTOL),4601,433825942,Capital Expenditure,Infra REP constr - Other contracts,C202,LTD
09/04/2019,HQ34892830,100429/26,8350.56,MARTIN H W SAFETY FENCING LTD,14879,352838537,Capital Expenditure,Infra REP constr - Main contract,C201,LTD
09/04/2019,HQ34892833,1974,520,TRAFFIC DATA CENTRE,352519,627331844,Capital Expenditure,Infra REP Consultant / professional Fees,C405,FACT
09/04/2019,HQ34892834,1242380,1127,NETWORK RAIL INFRASTRUCTURE LTD,6816,798650956,Capital Expenditure,Infra REP Consultant / professional Fees,C405,WGA
09/04/2019,HQ34892839,F96290319,968,ENVIRONMENT AGENCY (EXETER),18685,540457065,Capital Expenditure,Infra REP Consultant / professional Fees,C405,WGA
09/04/2019,NPSWI34903227,51069,4260,EXJET SERVICES,4698,730071086,Capital Expenditure,UPG New constr - main contract costs,C225,LTD
09/04/2019,NPSWI34903228,23-008670,4161,HAMSON BARRON SMITH LTD,331915,823853519,Capital Expenditure,UPG Other consultant/professional fees,C424,WGA
09/04/2019,NPSWI34903230,23-008682,1600,HAMSON BARRON SMITH LTD,331915,823853519,Capital Expenditure,UPG Other consultant/professional fees,C424,WGA
09/04/2019,NPSWI34903232,PLX1040,90093.6,MORGAN SINDALL CONSTRUCTION &,61151,765365306,Capital Expenditure,REPL New constr - main contract costs,C251,PLC
09/04/2019,NPSWI34903249,23-008405,10150,HAMSON BARRON SMITH LTD,331915,823853519,Highways & Capital Development & Waste Management,Corporate Surveys - Education,2104,WGA
09/04/2019,P2P40111451,337,50000,SOUTH HAMS CVS,102726,,Adult Care & Health,Grants & Cont to Vol comm & soc ent,5501,BUSN
09/04/2019,P2P40111591,20190420,21907,ON TRACK EDUCATION SERVICES LTD,314043,,Children's Services,OLA Recoupment Expenditure (3rd),5202,EDUC
09/04/2019,P2P40111619,31199,604.11,ARK NURSING & CARE AGENCY,122068,,Adult Care & Health,External Agency Staff,4321,BUSN
09/04/2019,P2P40111970,2070,11000,AYRE JAMES CONTRACTING,209433,996310885,Highways & Capital Development & Waste Management,Other Contractors (not Main / Term),4302,SOLE
09/04/2019,P2P40112014,48117/200319,700,TRUMPER,268060,768680867,Children's Services,Legal Fees & Disbursements,4314,CHAM
09/04/2019,P2P40112156,909V103397,1100.4,NETWORK VENTURES LTD,225488,844278506,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
09/04/2019,P2P40112166,72685,2040,PEARSON PUBLISHING LTD,69233,636718712,Children's Services,Services for Educational Estabs - Devon,4370,LTD
