Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Reg no,Expense Area,Expense Type,Expense Code,
18,Devon County Council,18/01/2011,EXCHEQ19300974,45672607/1,447.85,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,18/01/2011,EXCHEQ19301018,45796911/1,646.01,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,18/01/2011,FINSWAD19423304,45248112/1,1237.29,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,18/01/2011,FINSWAD19423463,45800204/1,1531.47,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,18/01/2011,YOUTHILF19644534,45796784/1,483.51,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,19/01/2011,ACLCENT18951763,190631802,738.72,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,19/01/2011,EXCHEQ19301179,45657702/1,460.12,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,19/01/2011,EXCHEQ19301182,45787419/1,493.38,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,19/01/2011,EXCHEQ19301183,45792542/1,823.26,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,19/01/2011,EXCHEQ19301242,45331979/1,7176.04,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,19/01/2011,EXCHEQ19301356,45659527/1,609.21,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,19/01/2011,EXCHEQ19301379,45793499/1,487.44,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,19/01/2011,EXCHEQ19301667,456812361,763.59,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,19/01/2011,EXCHEQ19301668,457970451,623.20,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,19/01/2011,EXCHEQ19301687,45667868/1,759.36,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,19/01/2011,EXCHEQ19301688,45794754/1,610.98,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,19/01/2011,FACM19395819,45802085/1,5435.85,BRITISH GAS BUSINESS (GAS),181102,684966762,Chief Executives,Gas,3451,
18,Devon County Council,19/01/2011,FACM19395820,45802059/1,1871.66,BRITISH GAS BUSINESS (GAS),181102,684966762,Chief Executives,Gas,3451,
18,Devon County Council,19/01/2011,RESTRAT19563256,45788353/1,476.36,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,20/01/2011,EXCHEQ19301850,45787000/1,629.60,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,20/01/2011,EXCHEQ19301930,45658539/1,625.11,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,20/01/2011,EXCHEQ19301931,45796982/1,565.72,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,20/01/2011,EXCHEQ19301955,45656189/1,562.34,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,20/01/2011,EXCHEQ19302207,45795126/1,625.35,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,20/01/2011,EXCHEQ19302306,45788053/1,493.05,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,20/01/2011,PLAYLINE19541857,45786633/1,550.51,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,20/01/2011,RESTRAT19563282,45797069/1,531.96,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,20/01/2011,YOUTHEXE19643585,45795065/1,537.60,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,21/01/2011,EXCHEQ19302911,45788989/1,722.23,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,21/01/2011,FACM19395692,45252253/1,1249.16,BRITISH GAS BUSINESS (GAS),181102,684966762,Chief Executives,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19298788,45788045/1,590.34,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19299073,45793090/1,531.24,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19299787,45667699/1,461.16,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19299789,45795807/1,580.35,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19299973,45655729/1,1322.52,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19299975,45802325/1,1667.61,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19300285,45658662/1,521.11,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19300287,45788048/1,1233.79,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19300399,45667752/1,828.18,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19300400,45787427/1,541.86,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19300611,45787418/1,1007.33,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19300626,45802404/1,3152.20,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19300641,45801839/1,5636.10,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19300691,45799855/1,1970.78,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19300735,45713285/1,469.31,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19300736,45788475/1,1125.05,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19301030,45792749/1,1143.77,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19302007,45796964/1,1463.11,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19302124,45644473/1,643.00,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19302206,45670361/1,537.41,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19302820,45656428/1,450.19,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19303065,45672668/1,1364.54,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19303066,45787945/1,679.31,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19303085,45789221/1,898.08,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19303283,45656600/1,501.50,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19303381,45670358/1,592.11,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19303382,45787642/1,739.57,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19303494,45625667/1,550.99,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19303525,45788492/1,499.60,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19303544,45669968/1,641.40,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19303545,45787640/1,1069.27,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19303673,45799854/1,5939.19,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19303674,45866590/1,3699.95,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19303717,45669969/1,520.30,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,24/01/2011,EXCHEQ19303718,45788990/1,1444.38,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19303774,45788476/1,718.57,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,EXCHEQ19303790,45788206/1,800.74,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,24/01/2011,FINNDAD19411620,45799821/1,1787.23,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,24/01/2011,FNEXMHLD19432602,45796778/1,749.47,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,25/01/2011,EXCHEQ19303873,45672669/1,766.78,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,25/01/2011,EXCHEQ19303874,45794601/1,1201.24,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,25/01/2011,EXCHEQ19303954,45670037/1,893.21,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,25/01/2011,EXCHEQ19303955,45788200/1,1087.75,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,25/01/2011,EXCHEQ19303992,45787948/1,1027.31,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,25/01/2011,EXCHEQ19304044,45672683/1,681.99,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,25/01/2011,EXCHEQ19304045,45795129/1,1105.29,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,25/01/2011,EXCHEQ19304202,45656195/1,526.52,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,25/01/2011,EXCHEQ19304204,45788355/1,500.66,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,25/01/2011,LIBHQ19477146,45683713/1,1496.20,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Electricity,3452,
18,Devon County Council,25/01/2011,EXCHEQ17243658,44596375/1B,-4176.76,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,26/01/2011,ACLCENT18951750,45795805/1,522.73,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,26/01/2011,EXCHEQ19304342,45794550/1,827.56,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,26/01/2011,EXCHEQ19304640,45657928/1,654.61,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,26/01/2011,EXCHEQ19304658,45667902/1,995.43,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Electricity,3452,
18,Devon County Council,26/01/2011,EXCHEQ19304660,45796905/1,618.53,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,26/01/2011,EXCHEQ19304724,850011168548 JA,851.78,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,26/01/2011,FINEAAD19399090,45800799/1,2096.85,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,26/01/2011,FINNDAD19411458,45788214/1,507.55,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,26/01/2011,FINNDAD19411496,45799783/1,1946.98,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,26/01/2011,FINNDAD19411518,4580046/1,1503.35,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,26/01/2011,FNNDMHLD19436674,45788040/1,950.69,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,26/01/2011,GMHFM19461553,45799767/1,3159.59,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,26/01/2011,GMHFM19461588,45798782/1,709.42,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,26/01/2011,PLAYLINE19541862,39355476/1,713.69,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,26/01/2011,PLAYLINE19541863,39355476/2,428.36,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,26/01/2011,YOUTHEXE19643593,45791380/1,563.44,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,27/01/2011,BRSWAD18962357,45788054/1,492.00,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,CYPEELOC19118411,45789523/1,445.58,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,27/01/2011,CYPIHRES19124988,45798008/1,482.41,BRITISH GAS BUSINESS (GAS),181102,684966762,Children & Younger Persons,Gas,3451,
18,Devon County Council,27/01/2011,FINEXEAD19399369,45801365/1,1792.55,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,FINMDAD19399698,45799666/1,1713.64,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,FINMDAD19399728,45802371/1,1592.07,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,FINNDAD19411442,45799787/1,1854.85,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,FINNDAD19411460,45796914/1,470.17,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,FINNDAD19411482,45799768/1,1769.75,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,FINNDAD19411748,45800803/1,1982.86,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,FINSWAD19423448,45799642/1,1716.43,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,FNSWMHLD19439247,45788985/1,601.66,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,FNSWMHLD19439248,45788210/1,562.95,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,LIBHQ19477124,45793452/1,1302.37,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,27/01/2011,LIBHQ19477127,45799820/1,4679.22,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Gas,3451,
18,Devon County Council,28/01/2011,FINSWAD19423568,44491948/1,3796.90,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Electricity,3452,
18,Devon County Council,28/01/2011,FINSWAD17246364,44491948/1,-3796.90,BRITISH GAS BUSINESS (GAS),181102,684966762,Adult & Community Services,Electricity,3452,
18,Devon County Council,18/01/2011,LIBHQ19477049,139635161,546.65,BRITISH LIBRARY (ACCNTS REC),79110,240692764,Adult & Community Services,Res Fund-Requests,4282,
18,Devon County Council,10/01/2011,EXCHEQ19296655,Q01201,428.88,BRITISH TELECOM (BILL PAYMNTS),4558,,Children & Younger Persons,Telephone Rental,6111,
18,Devon County Council,18/01/2011,EXCHEQ19301031,WW31487098Q0237,606.22,BRITISH TELECOM (BILL PAYMNTS),4558,,Children & Younger Persons,Telephone Rental,6111,
18,Devon County Council,18/01/2011,EXCHEQ19301032,WW31487188Q0224,532.59,BRITISH TELECOM (BILL PAYMNTS),4558,,Children & Younger Persons,Telephone Rental,6111,
18,Devon County Council,20/01/2011,HQ19466369,25118144 Q069,10542.53,BRITISH TELECOM (BILL PAYMNTS),4558,,"Environment, Economy & Culture",Telephone Rental,6111,
18,Devon County Council,04/01/2011,FINEXEAD19399174,32185791Q01228,1284.74,BRITISH TELECOM (DURHAM),90875,,Adult & Community Services,Telephone Call Charges,6112,
18,Devon County Council,06/01/2011,EARLYRS19193177,EYP0000017216,3903.74,BRIXINGTON PRE-SCH PLAYGROUP,37709,,Children & Younger Persons,Payment To Voluntary Providers,7341,
18,Devon County Council,19/01/2011,EARLYRS19193665,190111,5000.00,BRIXINGTON PRE-SCH PLAYGROUP,37709,,Children & Younger Persons,Payment To Voluntary Providers,7341,
18,Devon County Council,06/01/2011,EARLYRS19193178,EYP0000017217,13921.05,BROADCLYST PRE SCHOOL,39157,,Children & Younger Persons,Payment To Voluntary Providers,7341,
18,Devon County Council,06/01/2011,EDUC19203813,CLASS10/19567,11933.00,BROADCLYST PRIMARY ACADEMY TRUST,267196,,Children & Younger Persons,Primary,6901,
18,Devon County Council,27/01/2011,EDUC19203655,CLASS10/17467,7618.00,BROADCLYST PRIMARY ACADEMY TRUST,267196,,Children & Younger Persons,Primary,6901,
18,Devon County Council,06/01/2011,EARLYRS19193179,EYP0000017218,1392.11,BROADHEMPSTON PRE SCHOOL,39636,,Children & Younger Persons,Payment To Voluntary Providers,7341,
18,Devon County Council,12/01/2011,CFADRES19020181,REDACTED UNDER DP ACT,4170.00,BROADREACH HOUSE,87099,,Adult & Community Services,Residential Care Spot,7401,
18,Devon County Council,26/01/2011,CFADRES19020853,REDACTED UNDER DP ACT,2780.00,BROADREACH HOUSE,87099,,Adult & Community Services,Residential Care Spot,7401,
18,Devon County Council,18/01/2011,FINMH19400526,39160,7730.40,BROADWAY LODGE,39535,,Adult & Community Services,Residential Care Spot,7401,
18,Devon County Council,25/01/2011,CSET19112334,0000003088,11072.00,BROADWOOD EDUCATIONAL SERVS LTD,220197,,Children & Younger Persons,Independent Sch Fees Spring Tm,7713,
18,Devon County Council,06/01/2011,EARLYRS19193180,EYP0000017219,1303.20,BROGAN,168673,,Children & Younger Persons,Payment To Voluntary Providers,7341,
18,Devon County Council,12/01/2011,CFADRES19020282,REDACTED UNDER DP ACT,3735.84,BRONTE RESIDENTIAL CARE HOME,89647,,Adult & Community Services,Residential Care Spot,7401,
18,Devon County Council,26/01/2011,CFADRES19020953,REDACTED UNDER DP ACT,3735.84,BRONTE RESIDENTIAL CARE HOME,89647,,Adult & Community Services,Residential Care Spot,7401,
18,Devon County Council,12/01/2011,CFADRES19020602,REDACTED UNDER DP ACT,3214.24,BROOK LODGE,186523,,Adult & Community Services,Residential Care Spot,7401,
18,Devon County Council,26/01/2011,CFADRES19021271,REDACTED UNDER DP ACT,3214.24,BROOK LODGE,186523,,Adult & Community Services,Residential Care Spot,7401,
18,Devon County Council,06/01/2011,EXCHEQ19295413,0603,8250.00,BROOMSMEAD SURFACING LTD,194230,807231749,Children & Younger Persons,Capital Fees,8322,
18,Devon County Council,07/01/2011,FINSSCW19417130,211210,935.99,BROWN,269108,,Adult & Community Services,External Trainers Costs,4845,
18,Devon County Council,26/01/2011,CFSUPP19103111,REDACTED UNDER DP ACT,1461.89,BROWN,120559,,Adult & Community Services,Floating Support Service,7753,
18,Devon County Council,19/01/2011,EXCHEQ19301243,BS1240746,1878.15,BROWNS BOOKS FOR STUDENTS,20294,347630450,Children & Younger Persons,Books (Incl Sheet Music,4207,
18,Devon County Council,12/01/2011,CFADRES19020635,REDACTED UNDER DP ACT,847.22,BRUNSWICK HOUSE NURSING HOME,198839,,Adult & Community Services,Nursing Care Spot,7501,
18,Devon County Council,26/01/2011,CFADRES19021304,REDACTED UNDER DP ACT,4883.28,BRUNSWICK HOUSE NURSING HOME,198839,,Adult & Community Services,Nursing Care Spot,7501,
18,Devon County Council,13/01/2011,EXCHEQ19298519,13067,1445.04,BRUSHWOOD DESIGN,18885,568870975,Children & Younger Persons,Misc Other,8199,
18,Devon County Council,12/01/2011,CFADRES19020559,REDACTED UNDER DP ACT,4862.00,BRYNSWORTHY,162514,,Adult & Community Services,Residential Care Spot,7401,
18,Devon County Council,19/01/2011,EXCHEQ19301470,IUA06195,2193.05,BRYNTEG BOOKS,69305,454739519,Children & Younger Persons,Capital F&E - Capital Programme,8327,
18,Devon County Council,20/01/2011,LIBHQ19477100,1332,990.75,BUCKFASTLEIGH TOWN COUNCIL,8137,,Adult & Community Services,Rents,3681,
18,Devon County Council,11/01/2011,EXCHEQ19297341,18714,425.89,BUCKINGHAM LTD W H,6490,365853029,Children & Younger Persons,Internal Works,2671,
18,Devon County Council,11/01/2011,EXCHEQ19297342,18715,425.89,BUCKINGHAM LTD W H,6490,365853029,Children & Younger Persons,Internal Works,2671,
18,Devon County Council,06/01/2011,EARLYRS19193183,EYP0000017222,629.00,BUCKLAND,175584,,Children & Younger Persons,Payment To Voluntary Providers,7341,
18,Devon County Council,06/01/2011,EARLYRS19193182,EYP0000017221,2570.04,BUCKLAND & MONACHORUM PRE-SCHOOL,66799,,Children & Younger Persons,Payment To Voluntary Providers,7341,
18,Devon County Council,06/01/2011,EARLYRS19193181,EYP0000017220,2734.65,BUCKLAND BREWER UNDER FIVES,37711,,Children & Younger Persons,Payment To Voluntary Providers,7341,
18,Devon County Council,18/01/2011,RSOUTH19596722,GRASS/2010,1209.52,BUCKLAND MONACHORUM PARISH COUN,6770,,"Environment, Economy & Culture",Other Contractor (Non),4386,
18,Devon County Council,06/01/2011,EARLYRS19193184,EYP0000017223,3163.88,BUDDIES,208825,,Children & Younger Persons,Payment To Voluntary Providers,7341,
18,Devon County Council,06/01/2011,EARLYRS19193185,EYP0000017224,9133.20,BUMBLE BEES DAY NURSERY,198030,,Children & Younger Persons,Payment To Voluntary Providers,7341,
18,Devon County Council,06/01/2011,DPMANUAL19176949,07/057910,744.00,BUNZL CLEANING & HYGIENE SUPPLIE,71276,635908614,Corporate Resources,Cleaning Materials,3009,
18,Devon County Council,12/01/2011,CFADRES19020212,REDACTED UNDER DP ACT,862.00,BUPA CARE SERVICES,88739,,Adult & Community Services,Nursing Care Spot,7501,
18,Devon County Council,26/01/2011,CFADRES19020883,REDACTED UNDER DP ACT,862.00,BUPA CARE SERVICES,88739,,Adult & Community Services,Nursing Care Spot,7501,
18,Devon County Council,06/01/2011,WASTE19636019,343792,70897.75,BURGES SALMON LLP,14084,137544266,"Environment, Economy & Culture",Consultancy / Professional Fees,4839,
18,Devon County Council,06/01/2011,EARLYRS19193186,EYP0000017225,651.50,BURGESS,131940,,Children & Younger Persons,Payment To Voluntary Providers,7341,
18,Devon County Council,20/01/2011,EARLYRS19193742,Aut Depri 50022,598.00,BURGESS,131940,,Children & Younger Persons,Pur Dom Care-Client/Carer Supp,7340,
18,Devon County Council,05/01/2011,CFADDAY18975661,REDACTED UNDER DP ACT,730.56,BURLINGTON HOUSE,160108,,Adult & Community Services,Individualised Support,7640,
18,Devon County Council,12/01/2011,CFADRES19020551,REDACTED UNDER DP ACT,1938.92,BURLINGTON HOUSE,160108,,Adult & Community Services,Residential Care Spot,7401,
18,Devon County Council,24/01/2011,CFADDAY18976689,REDACTED UNDER DP ACT,730.56,BURLINGTON HOUSE,160108,,Adult & Community Services,Individualised Support,7640,
18,Devon County Council,26/01/2011,CFADRES19021221,REDACTED UNDER DP ACT,1938.92,BURLINGTON HOUSE,160108,,Adult & Community Services,Residential Care Spot,7401,
18,Devon County Council,12/01/2011,CFADRES19020561,REDACTED UNDER DP ACT,874.92,BURNHAM NURSING & RESIDNTL CENTR,164760,,Adult & Community Services,Nursing Care Spot,7501,
18,Devon County Council,26/01/2011,CFADRES19021231,REDACTED UNDER DP ACT,874.92,BURNHAM NURSING & RESIDNTL CENTR,164760,,Adult & Community Services,Nursing Care Spot,7501,
18,Devon County Council,18/01/2011,FINSSCW19417325,180111,6375.00,BURNS,243724,,Adult & Community Services,Management & Support-Salary,0520,
18,Devon County Council,11/01/2011,HQ19466212,7029981,500.00,BURO HAPPOLD,158983,,"Environment, Economy & Culture",Consultancy / Professional Fees,4839,
18,Devon County Council,10/01/2011,CFADDAY18975867,REDACTED UNDER DP ACT,1522.08,BURROW DOWN SUPPORT SERVICES LTD,97049,,Adult & Community Services,Day Care Spot,7001,
18,Devon County Council,10/01/2011,CFADDAY18975868,REDACTED UNDER DP ACT,1739.52,BURROW DOWN SUPPORT SERVICES LTD,97049,,Adult & Community Services,Day Care Spot,7001,
18,Devon County Council,10/01/2011,CFADDAY18975869,REDACTED UNDER DP ACT,1722.24,BURROW DOWN SUPPORT SERVICES LTD,97049,,Adult & Community Services,Day Care Spot,7001,
